SequenceID	Realm (-viria)	Realm_score	Subrealm (-vira)	Subrealm_score	Kingdom (-virae)	Kingdom_score	Subkingdom (-virites)	Subkingdom_score	Phylum (-viricota)	Phylum_score	Subphylum (-viricotina)	Subphylum_score	Class (-viricetes)	Class_score	Subclass (-viricetidae)	Subclass_score	Order (-virales)	Order_score	Suborder (-virineae)	Suborder_score	Family (-viridae)	Family_score	Subfamily (-virinae)	Subfamily_score	Genus (-virus)	Genus_score	Subgenus (-virus)	Subgenus_score	Species (binomial)	Species_score
ICTVTaxoChallenge_916423	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Martellivirales	0.999999	N/A	N/A	Bromoviridae	0.999999	N/A	N/A	Ilarvirus	0.999999	N/A	N/A	Ilarvirus TAMV	0.999999
ICTVTaxoChallenge_916456	Duplodnaviria	0.524	N/A	N/A	Heunggongvirae	0.524	N/A	N/A	Uroviricota	0.524	N/A	N/A	Caudoviricetes	0.524	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Attisvirus	0.524	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_916480	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Arfiviricetes	0.999999	N/A	N/A	Baphyvirales	0.999999	N/A	N/A	Bacilladnaviridae	0.999999	N/A	N/A	Protobacilladnavirus	0.999999	N/A	N/A	Protobacilladnavirus snap	0.999999
ICTVTaxoChallenge_91649	Varidnaviria	0.999999	N/A	N/A	Bamfordvirae	0.999999	N/A	N/A	Preplasmiviricota	0.999999	N/A	N/A	Tectiliviricetes	0.999999	N/A	N/A	Rowavirales	0.999999	N/A	N/A	Adenoviridae	0.999999	N/A	N/A	Aviadenovirus	0.999999	N/A	N/A	Aviadenovirus leucophthalmi	0.999999
ICTVTaxoChallenge_916506	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Coventryvirus	0.999999	N/A	N/A	Coventryvirus SP276	0.999999
ICTVTaxoChallenge_916513	Riboviria	0.999999	N/A	N/A	Pararnavirae	0.999999	N/A	N/A	Artverviricota	0.999999	N/A	N/A	Revtraviricetes	0.999999	N/A	N/A	Ortervirales	0.999999	N/A	N/A	Caulimoviridae	0.999999	N/A	N/A	Badnavirus	0.999999	N/A	N/A	Badnavirus maculakalanchoes	0.999999
ICTVTaxoChallenge_916518	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Haploviricotina	0.999999	Monjiviricetes	0.999999	N/A	N/A	Mononegavirales	0.999999	N/A	N/A	Filoviridae	0.999999	N/A	N/A	Cuevavirus	0.999999	N/A	N/A	Cuevavirus lloviuense	0.999999
ICTVTaxoChallenge_916529	Riboviria	0.999999	N/A	N/A	Pararnavirae	0.999999	N/A	N/A	Artverviricota	0.999999	N/A	N/A	Revtraviricetes	0.999999	N/A	N/A	Ortervirales	0.999999	N/A	N/A	Caulimoviridae	0.999999	N/A	N/A	Caulimovirus	0.999999	N/A	N/A	Caulimovirus incidianthi	0.999999
ICTVTaxoChallenge_916555	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Tolucaviricetes	0.999999	N/A	N/A	Tolivirales	0.999999	N/A	N/A	Tombusviridae	0.999999	Procedovirinae	0.999999	Gammacarmovirus	0.999999	N/A	N/A	Gammacarmovirus glycinis	0.999999
ICTVTaxoChallenge_916558	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Sedoreoviridae	0.999999	N/A	N/A	Mimoreovirus	0.999999	N/A	N/A	Mimoreovirus micromonadis	0.999999
ICTVTaxoChallenge_91657	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Herelleviridae	0.999999	Bastillevirinae	0.999999	Bequatrovirus	0.999999	N/A	N/A	Bequatrovirus troll	0.999999
ICTVTaxoChallenge_916595	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus tuberosumpanamaense	0.999999
ICTVTaxoChallenge_916596	Duplodnaviria	0.5625	N/A	N/A	Heunggongvirae	0.5625	N/A	N/A	Uroviricota	0.5625	N/A	N/A	Caudoviricetes	0.5625	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_916604	Riboviria	0.894	N/A	N/A	Orthornavirae	0.894	N/A	N/A	Pisuviricota	0.894	N/A	N/A	Stelpaviricetes	0.894	N/A	N/A	Patatavirales	0.894	N/A	N/A	Potyviridae	0.894	N/A	N/A	Potyvirus	0.894	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_916616	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus solanumflavusyunnanense	0.999999
ICTVTaxoChallenge_916653	Duplodnaviria	0.5083	N/A	N/A	Heunggongvirae	0.5083	N/A	N/A	Uroviricota	0.5083	N/A	N/A	Caudoviricetes	0.5083	N/A	N/A	N/A	N/A	N/A	N/A	Chaseviridae	0.5083	Cleopatravirinae	0.5083	Carltongylesvirus	0.5083	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_916690	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Fiersviridae	0.999999	N/A	N/A	Cahrpivirus	0.999999	N/A	N/A	Cahrpivirus humenecus	0.999999
ICTVTaxoChallenge_916696	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus bushbushense	0.999999
ICTVTaxoChallenge_916699	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Insthoviricetes	0.999999	N/A	N/A	Articulavirales	0.999999	N/A	N/A	Orthomyxoviridae	0.999999	N/A	N/A	Deltainfluenzavirus	0.999999	N/A	N/A	Deltainfluenzavirus influenzae	0.999999
ICTVTaxoChallenge_916703	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Hareavirales	0.999999	N/A	N/A	Phenuiviridae	0.999999	N/A	N/A	Phlebovirus	0.999999	N/A	N/A	Phlebovirus torosense	0.999999
ICTVTaxoChallenge_916773	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_916807	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Hareavirales	0.999999	N/A	N/A	Nairoviridae	0.999999	N/A	N/A	Orthonairovirus	0.999999	N/A	N/A	Orthonairovirus soldadoense	0.999999
ICTVTaxoChallenge_916819	Duplodnaviria	0.8296	N/A	N/A	Heunggongvirae	0.8296	N/A	N/A	Uroviricota	0.8296	N/A	N/A	Caudoviricetes	0.8296	N/A	N/A	N/A	N/A	N/A	N/A	Autographiviridae	0.8296	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_916829	Duplodnaviria	0.5	N/A	N/A	Heunggongvirae	0.5	N/A	N/A	Uroviricota	0.5	N/A	N/A	Caudoviricetes	0.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_916865	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Hadakaviridae	0.999999	N/A	N/A	Hadakavirus	0.999999	N/A	N/A	Hadakavirus nanga	0.999999
ICTVTaxoChallenge_916869	Varidnaviria	0.959	N/A	N/A	Bamfordvirae	0.959	N/A	N/A	Preplasmiviricota	0.959	N/A	N/A	Tectiliviricetes	0.959	N/A	N/A	Rowavirales	0.959	N/A	N/A	Adenoviridae	0.959	N/A	N/A	Mastadenovirus	0.959	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_916879	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Duplopiviricetes	0.999999	N/A	N/A	Durnavirales	0.999999	N/A	N/A	Picobirnaviridae	0.999999	N/A	N/A	Orthopicobirnavirus	0.999999	N/A	N/A	Orthopicobirnavirus hominis	0.999999
ICTVTaxoChallenge_916893	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Birnaviridae	0.999999	N/A	N/A	Telnavirus	0.999999	N/A	N/A	Telnavirus tellinae	0.999999
ICTVTaxoChallenge_916896	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_916917	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Tolecusatellitidae	0.999999	N/A	N/A	Betasatellite	0.999999	N/A	N/A	Betasatellite gossypibangalorensesecundi	0.999999
ICTVTaxoChallenge_916976	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Bclasvirinae	0.999999	Acadianvirus	0.999999	N/A	N/A	Acadianvirus serendipitous	0.999999
ICTVTaxoChallenge_91699	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917013	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Ackermannviridae	0.999999	Cvivirinae	0.999999	Kuttervirus	0.999999	N/A	N/A	Kuttervirus PM10	0.999999
ICTVTaxoChallenge_917021	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Sedoreoviridae	0.999999	N/A	N/A	Mimoreovirus	0.999999	N/A	N/A	Mimoreovirus micromonadis	0.999999
ICTVTaxoChallenge_917025	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Anelloviridae	0.999999	N/A	N/A	Upsilontorquevirus	0.999999	N/A	N/A	Upsilontorquevirus procy8	0.999999
ICTVTaxoChallenge_917041	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Alphasatellitidae	0.999999	Nanoalphasatellitinae	0.999999	Clostunsatellite	0.999999	N/A	N/A	Clostunsatellite sophorae	0.999999
ICTVTaxoChallenge_917063	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Genomoviridae	0.999999	N/A	N/A	Gemycircularvirus	0.999999	N/A	N/A	Gemycircularvirus pleca1	0.999999
ICTVTaxoChallenge_917080	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Atkinsviridae	0.999999	N/A	N/A	Alkesdovirus	0.999999	N/A	N/A	Alkesdovirus pelenecus	0.999999
ICTVTaxoChallenge_91710	Duplodnaviria	0.864	N/A	N/A	Heunggongvirae	0.864	N/A	N/A	Uroviricota	0.864	N/A	N/A	Caudoviricetes	0.864	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917112	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Zierdtviridae	0.999999	Emilbogenvirinae	0.999999	Skysandvirus	0.999999	N/A	N/A	Skysandvirus lollipop1437	0.999999
ICTVTaxoChallenge_917139	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Tymovirales	0.999999	N/A	N/A	Tymoviridae	0.999999	N/A	N/A	Tymovirus	0.999999	N/A	N/A	Tymovirus theobromatis	0.999999
ICTVTaxoChallenge_91714	Varidnaviria	0.4753	N/A	N/A	Bamfordvirae	0.4753	N/A	N/A	Nucleocytoviricota	0.4753	N/A	N/A	Megaviricetes	0.4753	N/A	N/A	Imitervirales	0.4753	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917159	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Chrymotiviricetes	0.999999	N/A	N/A	Ghabrivirales	0.999999	Alphatotivirineae	0.999999	Pseudototiviridae	0.999999	N/A	N/A	Victorivirus	0.999999	N/A	N/A	Victorivirus roku	0.999999
ICTVTaxoChallenge_917181	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Nidovirales	0.999999	Cornidovirineae	0.999999	Coronaviridae	0.999999	Orthocoronavirinae	0.999999	Betacoronavirus	0.999999	Nobecovirus	0.999999	Betacoronavirus rousetti	0.999999
ICTVTaxoChallenge_917202	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus phaseolilatens	0.999999
ICTVTaxoChallenge_917212	Duplodnaviria	0.6885	N/A	N/A	Heunggongvirae	0.6885	N/A	N/A	Uroviricota	0.6885	N/A	N/A	Caudoviricetes	0.6885	N/A	N/A	N/A	N/A	N/A	N/A	Peduoviridae	0.6885	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917218	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Timlovirales	0.999999	N/A	N/A	Steitzviridae	0.999999	N/A	N/A	Hodnevirus	0.999999	N/A	N/A	Hodnevirus terrihabitans	0.999999
ICTVTaxoChallenge_917232	Duplodnaviria	0.56	N/A	N/A	Heunggongvirae	0.56	N/A	N/A	Uroviricota	0.56	N/A	N/A	Caudoviricetes	0.56	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Andromedavirus	0.56	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917268	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Konstantinevirus	0.999999	N/A	N/A	Konstantinevirus konstantine	0.999999
ICTVTaxoChallenge_917275	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917297	Duplodnaviria	0.459	N/A	N/A	Heunggongvirae	0.459	N/A	N/A	Uroviricota	0.459	N/A	N/A	Caudoviricetes	0.459	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_91730	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Skunavirus	0.999999	N/A	N/A	Skunavirus sv155	0.999999
ICTVTaxoChallenge_917302	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Ackermannviridae	0.999999	Cvivirinae	0.999999	Kuttervirus	0.999999	N/A	N/A	Kuttervirus S118	0.999999
ICTVTaxoChallenge_917318	Monodnaviria	0.999999	N/A	N/A	Loebvirae	0.999999	N/A	N/A	Hofneiviricota	0.999999	N/A	N/A	Faserviricetes	0.999999	N/A	N/A	Tubulavirales	0.999999	N/A	N/A	Inoviridae	0.999999	N/A	N/A	Subteminivirus	0.999999	N/A	N/A	Subteminivirus SMA7	0.999999
ICTVTaxoChallenge_917337	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Mastrevirus	0.999999	N/A	N/A	Mastrevirus chloris	0.999999
ICTVTaxoChallenge_917349	Duplodnaviria	0.8203	N/A	N/A	Heunggongvirae	0.8203	N/A	N/A	Uroviricota	0.8203	N/A	N/A	Caudoviricetes	0.8203	N/A	N/A	N/A	N/A	N/A	N/A	Herelleviridae	0.8203	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917365	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Fromanvirus	0.999999	N/A	N/A	Fromanvirus billknuckles	0.999999
ICTVTaxoChallenge_917375	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917377	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Sedoreoviridae	0.999999	N/A	N/A	Orbivirus	0.999999	N/A	N/A	Orbivirus caerulinguae	0.999999
ICTVTaxoChallenge_917387	Duplodnaviria	0.9756	N/A	N/A	Heunggongvirae	0.9756	N/A	N/A	Uroviricota	0.9756	N/A	N/A	Caudoviricetes	0.9756	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_91743	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Timlovirales	0.999999	N/A	N/A	Steitzviridae	0.999999	N/A	N/A	Hodnevirus	0.999999	N/A	N/A	Hodnevirus isohumenecus	0.999999
ICTVTaxoChallenge_91744	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Kostyavirus	0.999999	N/A	N/A	Kostyavirus toto	0.999999
ICTVTaxoChallenge_917443	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Cruliviridae	0.999999	N/A	N/A	Lincruvirus	0.999999	N/A	N/A	Lincruvirus europense	0.999999
ICTVTaxoChallenge_917461	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Tolucaviricetes	0.999999	N/A	N/A	Tolivirales	0.999999	N/A	N/A	Tombusviridae	0.999999	Procedovirinae	0.999999	Tombusvirus	0.999999	N/A	N/A	Tombusvirus moroccoense	0.999999
ICTVTaxoChallenge_917474	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus schmallenbergense	0.999999
ICTVTaxoChallenge_917483	Duplodnaviria	0.7603	N/A	N/A	Heunggongvirae	0.7603	N/A	N/A	Uroviricota	0.7603	N/A	N/A	Caudoviricetes	0.7603	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917493	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Hantaviridae	0.999999	Mammantavirinae	0.999999	Mobatvirus	0.999999	N/A	N/A	Mobatvirus quezonense	0.999999
ICTVTaxoChallenge_917497	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Nidovirales	0.999999	Arnidovirineae	0.999999	Arteriviridae	0.999999	Variarterivirinae	0.999999	Betaarterivirus	0.999999	Chibartevirus	0.999999	Betaarterivirus sheoin	0.999999
ICTVTaxoChallenge_917504	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Hareavirales	0.999999	N/A	N/A	Phenuiviridae	0.999999	N/A	N/A	Phlebovirus	0.999999	N/A	N/A	Phlebovirus echarateense	0.999999
ICTVTaxoChallenge_917515	Duplodnaviria	0.8135	N/A	N/A	Heunggongvirae	0.8135	N/A	N/A	Uroviricota	0.8135	N/A	N/A	Caudoviricetes	0.8135	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917537	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Fiersviridae	0.999999	N/A	N/A	Scuadavirus	0.999999	N/A	N/A	Scuadavirus asiohabitans	0.999999
ICTVTaxoChallenge_917539	Duplodnaviria	0.7812	N/A	N/A	Heunggongvirae	0.7812	N/A	N/A	Uroviricota	0.7812	N/A	N/A	Caudoviricetes	0.7812	N/A	N/A	N/A	N/A	N/A	N/A	Drexlerviridae	0.7812	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917581	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Paavivirinae	0.999999	Parechovirus	0.999999	N/A	N/A	Parechovirus ahumpari	0.999999
ICTVTaxoChallenge_917617	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus solanumboliviense	0.999999
ICTVTaxoChallenge_917639	Duplodnaviria	0.581	N/A	N/A	Heunggongvirae	0.581	N/A	N/A	Uroviricota	0.581	N/A	N/A	Caudoviricetes	0.581	N/A	N/A	N/A	N/A	N/A	N/A	Aliceevansviridae	0.581	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917649	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus euphorbiaperuense	0.999999
ICTVTaxoChallenge_917686	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Mycoreovirus	0.999999	N/A	N/A	Mycoreovirus alcryphonectriae	0.999999
ICTVTaxoChallenge_917693	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
